Category;Joke title;Joke; Rounded length of joke in tens of chars;;;
Yo' Mama;Yo' Mama Is So Ugly... Dog Pound;Yo' Mama is so ugly, she got hauled into the dog pound for walking down the street without a license.;10;;;
Yo' Mama;Yo' Mama Is So Fat... Duct Tape;Yo' Mama is so fat, she uses duct tape for band-aids.;5;;;
Yo' Mama;Yo Mama...Web 2.0;Yo Mama's so Web 2.0, she makes you call her Mothr!;5;;;
Yo' Mama;Yo' Mama Is So Ugly... House of Mirrors;Yo' Mama is so ugly, she walked into a house of mirrors and had 700 years of bad luck.;9;;;
Yo' Mama;Yo' Mama Is So Skinny... Nipples;Yo' Mama is so skinny, her nipples touch.;4;;;
Yo' Mama;You''re So Ugly...Drop-Off;You''re so ugly, when yo'' mama dropped you off at school, she got a ticket for littering!;9;;;
Yo' Mama;Yo' Mama Is So Poor... Christmas Daddy;Yo' Mama is so poor, if yo' daddy doesn't have a hard-on Christmas morning, she gets nothing to play with.;11;;;
Yo' Mama;Yo' Mama Is So Fat... Mountain;Yo' Mama is so fat, she made the centerfold in Mountain Climber Magazine.;7;;;
Yo' Mama;Yo' Mama Is So Poor... Ice Cream Truck;Yo' Mama is so poor, she DJs for the ice cream truck.;5;;;
Yo' Mama;Yo' Mama Is So Short... Ladder;Yo' Mama is so short, she had to climb a ladder to pick up a dime.;7;;;
Yo' Mama;Yo mama's... Roller Coaster;Your mama's like a roller coaster...she has her ups, she has her downs and 20 people or more can ride her at the same time!;12;;;
Yo' Mama;Yo' Mama Is So Fat... Tolls;Yo' Mama is so fat, when she worked as a prostitute, she also collected tolls.;8;;;
Yo' Mama;Yo' Mama Is So Dirty... Right Guard;Yo' Mama is so dirty, she has to use Right Guard and Left Guard.;6;;;
Yo' Mama;Yo' Mama Is So Bald... Cornrows;Yo' Mama is so bald, her cornrows look like stitches.;5;;;
Yo' Mama;Yo' Mama Is Like... Elevator;Yo' Mama is like an elevator, you push the right button and she goes right down.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Ironing;Yo' Mama is so fat, she has to iron her pants on the driveway.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... TV;Yo' Mama is so ugly, the only thing she turns on is the TV.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Face Hurt;Yo' Mama is so ugly, I asked if her face hurt because it was killing me.;7;;;
Yo' Mama;Yo Mama's So Fat... Grass;Yo mama is so fat that when she asked, “Why is the grass always greener on the other side?” everyone replied, “'Cause you aren't standing on it.”;15;;;
Yo' Mama;Yo' Mama Is So Fat... Buffet;Yo' Mama is so fat, when she goes to a buffet, she pulls up a chair.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Grand Canyon;Yo' Mama is so fat, she fell in the Grand Canyon and got stuck.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... TV Dinner;Yo' Mama is so stupid, she put a TV dinner in the VCR.;5;;;
Yo' Mama;Yo' Mama Is So Poor... Shoe;"Yo' Mama is so poor, I saw her walking around with one shoe, and when I asked if she lost a shoe, she said, ""No, I found one.""";13;;;
Yo' Mama;Yo' Mama vs. Walrus;"Q: What's the difference between Yo' Mama and a walrus?

A: One has whiskers and smells of fish; the other one's a walrus.";12;;;
Yo' Mama;Yo' Mama Is So Stupid... Dynamite;Yo' Mama is so stupid, if brains were dynamite, she couldn't blow her nose.;8;;;
Yo' Mama;Yo mama's so nasty...phone sex;Your mama so nasty, that after we had phone sex I got an ear infection!;7;;;
Yo' Mama;Yo' Mama Is Like... Saint;Yo' Mama is like a saint -- a St. Bernard.;4;;;
Yo' Mama;Yo' Mama Is So Fat... Conclusion;Yo' Mama is so fat, she can't even jump to a conclusion.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Blood Test;Yo' Mama is so stupid, she studied for her blood test.;5;;;
Yo' Mama;Yo' Mama Is So Stupid... Limp Bizkit;Yo' Mama is so stupid, she thinks Limp Bizkit is a medical condition.;7;;;
Yo' Mama;Yo' Mama Is So Stupid... Mirror;Yo' Mama is so stupid, she called the police to report a suspicious looking person lurking in her mirror.;10;;;
Yo' Mama;Yo' Mama Is So Fat... Group Discount;Yo' Mama is so fat, when she went to the amusement park, they gave her a group discount.;9;;;
Yo' Mama;Yo' Mama Is So Fat... Satellite Dish;Yo' Mama is so fat, she eats her cereal out of a satellite dish.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... International Dateline;Yo' Mama is so stupid, she thought the international dateline was a global dating service.;9;;;
Yo' Mama;Yo' Mama Is Like... Brick;Yo' Mama is like a brick: always getting laid.;5;;;
Yo' Mama;Yo' Mama Is So Poor... Air Conditioning;Yo' Mama is so poor, she waves a popsicle in front of her face for air conditioning.;8;;;
Yo' Mama;Yo' Mama Is So Poor... Address;Yo' Mama is so poor, every time the wind blows, her address changes.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Telephone Pole;Yo' Mama is so fat, she has to use a telephone pole as a tampon.;6;;;
Yo' Mama;Yo' Mama's Teeth... Gang Signs;Yo' Mama's teeth are so crooked, when she smiles, it looks like her mouth is throwing gang signs.;10;;;
Yo' Mama;Yo mama's So Stupid...Blizzard;Yo' mama so stupid, she thought the Blizzard of '96 was a new item at Dairy Queen!;8;;;
Yo' Mama;Yo' Mama Is So Stupid... Fruit Punch;Yo' Mama is so stupid, she thought fruit punch was a gay boxer.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Tape;Yo' Mama is so stupid, she tried to tape glue.;5;;;
Yo' Mama;Yo' Mama Is So Stupid... Light Bulb;Yo' Mama is so stupid, she tried to blow out a light bulb.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Food Stamps;Yo' Mama is so stupid, she ate her food stamps.;5;;;
Yo' Mama;Yo' Mama Is So Stupid... Asphalt;Yo' Mama is so stupid, she thought asphalt was a rectal disorder.;6;;;
Yo' Mama;Yo' Mama Is So Short... Driver's License;Yo' Mama is so short, you can see her feet on her driver's license.;7;;;
Yo' Mama;Yo' Mama Is So Lazy... Nose Blowing;Yo' Mama is so lazy, she stuck her nose out the window and let the wind blow it.;8;;;
Yo' Mama;Yo Slatternly Mama;Yo mama's like a door handle, everyone gets a turn!;5;;;
Yo' Mama;Yo' Mama Is So Stupid... Meow Mix;Yo' Mama is so stupid, she thought Meow Mix was a rap CD for cats.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Measurements;Yo' Mama is so fat, her measurements are 36-24-36, and her other arm is just as big.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Radar;Yo' Mama is so fat, she shows up on radar.;4;;;
Yo' Mama;Yo' Mama Is So Stupid... Cordless Phone;Yo' Mama is so stupid, she tripped over a cordless phone.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Parking Meter;Yo' Mama is so stupid, she put a quarter in a parking meter and waited for her gumball.;9;;;
Yo' Mama;Yo' Mama Is So Fat... Airport Bust;Yo' Mama is so fat, she got busted at the airport for having 200 pounds of crack.;8;;;
Yo' Mama;Yo' Mama Is So Tough... Half the Man;Yo' Mama is so tough, you'll never be half the man she is.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Night and Day;Yo' Mama is so fat, she causes night and day.;4;;;
Yo' Mama;Yo' Mama Is So Fat... High-Five;Yo' Mama so fat, I can stand on her belly and high-five God.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Suicide;Yo' Mama is so stupid, she tried to commit suicide by jumping out a basement window.;8;;;
Yo' Mama;Yo' Mama Is Like... Race Car;Yo' Mama is like a race car: she burns through four rubbers a night.;7;;;
Yo' Mama;Yo' Mama Is So Stupid... Boil Water;Yo' Mama is so stupid, she needs a recipe to boil water.;6;;;
Yo' Mama;Yo' Mama Is Like... Hockey Player;Yo' Mama is like a hockey player, she doesn't change her pad for three periods.;8;;;
Yo' Mama;Yo' Mama's Hair... Principal;Yo' Mama's hair is so full of dandruff, when she shook her head, the principal called a snow day.;10;;;
Yo' Mama;Yo' Mama Is So Skanky... Jumpstart;Yo' Mama is so skanky, her dildo came with jumper cables.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Haul Ass;Yo' Mama is so fat, when she hauls ass, she gotta make two trips.;6;;;
Yo' Mama;Yo Mama's So Ugly;Yo' mama so ugly, she scares blind kids away.;4;;;
Yo' Mama;Yo' Mama Is So Short... Look Up;Yo' Mama is so short, she has to look up to see what's going down.;7;;;
Yo' Mama;Yo Mama...Sorry;Yo mama's so sorry she missed your birthday last week, she bought you a cake so big you gotta eat it twice to have it once!;12;;;
Yo' Mama;Yo' Mama Is So Stupid... Grocery Store;Yo' Mama is so stupid, she got locked in a grocery store and starved to death.;8;;;
Yo' Mama;Yo' Mama's Teeth... Signs;"Yo' Mama's teeth are so busted, each tooth has a sign saying, ""One mile to the next tooth.""";9;;;
Yo' Mama;Yo' Mama Is So Stupid... Chinstrap;Yo' Mama is so stupid, her wig has a chinstrap.;5;;;
Yo' Mama;Yo' Mama Is So Ugly... Barking;Yo' Mama is so ugly, when I walked past your fence, she came out barking.;7;;;
Yo' Mama;Yo Mama...Tech;Yo mama's so technologically unsavvy, she leaves out pieces of cheese next to the computer!;9;;;
Yo' Mama;Yo' Mama Is So Poor... Fork;Yo' Mama is so poor, she eats cereal with a fork to save milk.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Revolving Door;Yo' Mama is so stupid, she stood in front of a revolving door for three hours looking for the doorknob.;10;;;
Yo' Mama;Yo' Mama Is So Fat... Interstate 95;Yo' Mama's so fat, she uses Interstate 95 as a slip and slide.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Bucket of Water;Yo' Mama is so ugly, when she was born, the doctor put her in a bucket of water to see which end would come up for air.;12;;;
Yo' Mama;Yo' Mama Is So Stupid... Make Up;Yo' Mama is so stupid, she put lipstick on her forehead to make up her mind.;8;;;
Yo' Mama;Yo' Mama Is So Ugly... Boogie Man;Yo' Mama is so ugly, even the Boogie Man won't hide under her bed.;7;;;
Yo' Mama;Yo' Mama Is So Skanky... Happy Dog;How much do I owe Yo' Mama? My dog came home happy last night.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Bronzer;Yo' Mama's so fat, she doesn't use bronzer -- she uses Mop n' Glo.;7;;;
Yo' Mama;Yo' Mama Is So Fat... X-Files;"Yo' Mama is so fat, she wore an ""X-Files"" t-shirt and a helicopter landed on her.";8;;;
Yo' Mama;Yo' Mama Is So Skanky... Family Reunion;Yo' Mama is so skanky, she went to a family reunion looking for a boyfriend.;8;;;
Yo' Mama;Yo Mama's so fat... band;Yo Mama is so fat, that when she dances, the band skips!;6;;;
Yo' Mama;Yo Mama's So Fat... Trip;Yo mamma's so fat, she tripped on 4th Avenue and landed on 12th.;6;;;
Yo' Mama;Yo' Mama Is So Fat... High Dive;Yo' Mama is so fat, when she jumps off the high dive, she shows up on radar.;8;;;
Yo' Mama;Yo' Mama's Glasses... Map;Yo' Mama's glasses are so thick, when she looks on a map, she sees people waving.;8;;;
Yo' Mama;Yo Mama's So Fat... Pigs;Yo mama's so fat, her ass looks like two pigs fighting over a milk dud.;7;;;
Yo' Mama;Yo Mama's So Fat... Corduroys;Yo' mama so fat, she wore corduroys and smoothed out the ridges!;6;;;
Yo' Mama;Yo mama's So Old...Act Your Age;Yo' mama so old, I told her to act her age and she died!;6;;;
Yo' Mama;Yo' Mama Is So Fat... Back Scratcher;Yo' Mama is so fat, her back scratcher is a spruce.;5;;;
Yo' Mama;Yo' Mama Is So Uptight... Jaws of Life;Yo' Mama is so uptight, you need the jaws of life to part her legs.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Menu;Yo' Mama is so fat, when she goes to a restaurant, she doesn't get a menu, she gets an estimate.;10;;;
Yo' Mama;Yo' Mama Is So Skinny... Dorito;Yo' Mama is so skinny, she could hang glide on a Dorito.;6;;;
Yo' Mama;Yo' Mama Is Like... Pool Table;Yo' Mama is like a pool table: put in 50 cents and she'll rack your balls.;7;;;
Yo' Mama;Yo' Mama Is So Stupid... Flashlight;Yo' Mama is so stupid, she bought a solar powered flashlight.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Air Conditioner;Yo' Mama is so stupid, she put the air conditioner in backwards so she could chill outside.;9;;;
Yo' Mama;Yo' Mama Is So Fat... Yo' Daddy;Yo' Mama is so fat, yo' daddy is still climbing back off.;6;;;
Yo' Mama;Yo' Mama Is So Nasty... Almond Joy;Yo' Mama is so nasty, her mouth is like an Almond Joy bar -- full of nuts.;7;;;
Yo' Mama;Yo' Mama Is So Stupid... Pour Water;Yo' Mama is so stupid, she can't pour water from a pitcher with instructions on the bottom.;9;;;
Yo' Mama;Yo' Mama Is So Flat... KFC Bucket;Yo' Mama is so flat, the last time she felt a breast was in a KFC bucket.;7;;;
Yo' Mama;Yo' Mama Is So Stupid... Scratch;Yo' Mama is so stupid, she doesn't know whether to scratch her watch or wind her butt.;9;;;
Yo' Mama;Yo' Mama Is So Fat... Senior Photo;Yo' Mama is so fat, her senior photo is an aerial shot.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Dollar;Yo' Mama is so fat, she steps on a dollar and makes four quarters.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Bathtub;Yo' Mama is so fat, she fills the bathtub before she even turns on the water.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Godzilla;Yo' Mama is so fat, she makes Godzilla look like an action figure.;7;;;
Yo' Mama;Yo' Mama Is So Dumb... Psychic Friends;Yo' Mama is so dumb, the Psychic Friends only charge her half price to read her mind.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Voting District;Yo' Mama is so fat, politicians fight over redistricting her ass.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Twins;Yo' Mama is so fat, when she was born, the doctor announced twins.;7;;;
Yo' Mama;Yo' Mama Is So Skinny... Trippin';Yo' Mama is so skinny, when she tripped and hit the curb, she shattered.;7;;;
Yo' Mama;Yo' Mama Is So Skanky... Hoe Down;Yo' Mama is so skanky, she went to a hoe down and dropped to the floor.;7;;;
Yo' Mama;Yo' Mama Is So Old... Grand Canyon;Yo' Mama is so old, she remembers the Grand Canyon as a ditch.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Ugly Stick;Yo' Mama is so ugly, she not only got hit with the ugly stick, she must have got lost in an ugly forest.;10;;;
Yo' Mama;Yo' Mama Is So Fat... Weigh Station;Yo' Mama is so fat, when she's on the highway, she has to stop at the weigh station.;8;;;
Yo' Mama;Yo' Mama vs. Hotels;"Q: What's the difference between Yo' Mama and a hotel?

A: Nothing. They both specialize in serving out of town businessmen.";12;;;
Yo' Mama;Yo' Mama Is So Ghetto... Money Clip;Yo' Mama is so ghetto, she puts food stamps in a money clip.;6;;;
Yo' Mama;Yo' Mama Is So Dumb... Fired;Yo' Mama is so dumb, she got fired from a blow job.;5;;;
Yo' Mama;Yo' Mama's Breath... Onions;Yo' Mama's breath is so nasty, it makes onions cry.;5;;;
Yo' Mama;Yo' Mama Is So Stanky... Odor Eaters;Yo' Mama is so stanky, she used Odor-Eaters and completely disappeared.;7;;;
Yo' Mama;Yo Mama's So Stupid;Yo' mama so stupid, she got hit by a parked car.;5;;;
Yo' Mama;Yo' Mama Is Like... Heavyweight Boxer;Yo' Mama is like a heavyweight boxer: a few licks, a few blows, and she's back to her corner.;9;;;
Yo' Mama;Yo' Mama Is So Fat... Fur Coat;Yo' Mama is so fat, if she buys a fur coat, a whole species will become extinct.;8;;;
Yo' Mama;Yo' Mama Is So Short... Dime;Yo' Mama is so short, she could sit on a dime and swing her legs.;6;;;
Yo' Mama;Yo' Mama Is Like... Door Knob;Yo' Mama is like a door knob: everybody gets a turn.;5;;;
Yo' Mama;Yo' Mama Is Like... Marijuana;Yo' Mama is like marijuana -- everyone does her, but no one admits it.;7;;;
Yo' Mama;Yo mama's So Stupid...Drinks;Yo' mama so stupid, when they said the drinks were on the house, she went up to the roof.;9;;;
Yo' Mama;Yo' Mama Is So Ghetto... Cornbread;Yo' Mama is so ghetto, her wedding cake was made of cornbread.;6;;;
Yo' Mama;Yo' Mama's Hair... Wilson;Yo' Mama's hair is so nasty, Wilson couldn't pick it.;5;;;
